pmid,title,journal,date,num_authors
39211481,Advances in plant pathogen detection: integrating recombinase polymerase amplification with CRISPR/Cas systems.,3 Biotech,2024-Sep-1,10
38911722,"Sensitive, Semiquantitative, and Portable Nucleic Acid Detection of Rabies Virus Using a Personal Glucose Meter.",ACS omega,2024-Jun-18,9
38584552,CRISPR and Gene Editing: A Game-changer in Drug Development.,Current pharmaceutical design,2024-1-1,3
38534252,Detection of Parasites in the Field: The Ever-Innovating CRISPR/Cas12a.,Biosensors,2024-Mar-14,8
38443394,Topological barrier to Cas12a activation by circular DNA nanostructures facilitates autocatalysis and transforms DNA/RNA sensing.,Nature communications,2024-Mar-05,10
38392022,Lateral Flow Biosensor for On-Site Multiplex Detection of Viruses Based on One-Step Reverse Transcription and Strand Displacement Amplification.,Biosensors,2024-Feb-17,8
38258263,Miniaturization of CRISPR/Cas12-Based DNA Sensor Array by Non-Contact Printing.,Micromachines,2024-Jan-17,4
38249803,Nanozyme-assisted amplification-free CRISPR/Cas system realizes visual detection.,Frontiers in bioengineering and biotechnology,2023-1-1,5
38034811,Highly sensitive and naked-eye detection of herpes simplex virus type 1 using LAMP- CRISPR/Cas12 diagnostic technology and gold nanoparticles.,Heliyon,2023-Nov-1,4
37998163,Detection of Reverse Transcriptase LAMP-Amplified Nucleic Acid from Oropharyngeal Viral Swab Samples Using Biotinylated DNA Probes through a Lateral Flow Assay.,Biosensors,2023-Nov-17,3
37782626,Solid-Phase Collateral Cleavage System Based on CRISPR/Cas12 and Its Application toward Facile One-Pot Multiplex Double-Stranded DNA Detection.,Bioconjugate chemistry,2023-Oct-18,5
37763907,Point-of-Care Devices for Viral Detection: COVID-19 Pandemic and Beyond.,Micromachines,2023-Sep-07,7
37662004,Application of CRISPR-Cas system in the diagnosis and therapy of ESKAPE infections.,Frontiers in cellular and infection microbiology,2023-1-1,8
37628594,CRISPR-Cas: 'The Multipurpose Molecular Tool' for Gene Therapy and Diagnosis.,Genes,2023-Jul-27,2
37622872,"Recent Advances in Quantum Dot-Based Lateral Flow Immunoassays for the Rapid, Point-of-Care Diagnosis of COVID-19.",Biosensors,2023-Aug-03,6
37509680,"A Miniaturized System for Rapid, Isothermal Detection of SARS-CoV-2 in Human and Environmental Samples.",Biomedicines,2023-Jul-20,9
37334268,Universal CRISPR/Cas12a-associated aptasensor suitable for rapid detection of small proteins with a plate reader.,Frontiers in bioengineering and biotechnology,2023-1-1,4
37313114,Nano-based techniques: A revolutionary approach to prevent covid-19 and enhancing human awareness.,Journal of drug delivery science and technology,2023-Sep-1,6
37284238,Loop-mediated isothermal amplification (LAMP)/Cas12a assay for detection of ,Frontiers in bioengineering and biotechnology,2023-1-1,10
37159750,Advances in point-of-care genetic testing for personalized medicine applications.,Biomicrofluidics,2023-May-1,2
37148798,RNA extraction-free workflow integrated with a single-tube CRISPR-Cas-based colorimetric assay for rapid SARS-CoV-2 detection in different environmental matrices.,Journal of hazardous materials,2023-Jul-15,9
37107608,The CRISPR/Cas System: A Customizable Toolbox for Molecular Detection.,Genes,2023-Mar-31,11
36901914,Engineering of DNA Structures Attached to Magnetic Particles for Effective Trans- and Cis-Cleavage in Cas12-Based Biosensors.,International journal of molecular sciences,2023-Feb-24,5
36878066,An ultra-sensitive one-pot RNA-templated DNA ligation rolling circle amplification-assisted CRISPR/Cas12a detector assay for rapid detection of SARS-CoV-2.,Biosensors & bioelectronics,2023-May-15,9
36875498,A rapid nucleic acid detection platform based on phosphorothioate-DNA and sulfur binding domain.,Synthetic and systems biotechnology,2023-Jun-1,11
36826896,Towards Point of Care CRISPR-Based Diagnostics: From Method to Device.,Journal of functional biomaterials,2023-Feb-10,4
36712576,Point-of-care CRISPR/Cas biosensing technology: A promising tool for preventing the possible COVID-19 resurgence caused by contaminated cold-chain food and packaging.,Food frontiers,2022-Oct-12,5
36551141,Comparison of Biosensing Methods Based on Different Isothermal Amplification Strategies: A Case Study with ,Biosensors,2022-Dec-15,5
36551061,Paper-Based Biosensors for the Detection of Nucleic Acids from Pathogens.,Biosensors,2022-Nov-29,8
36530849,Nanotechnology-based diagnostic methods for coronavirus: From nucleic acid extraction to amplification.,Biosensors & bioelectronics: X,2023-May-1,5
36507266,"Nanomaterials to combat SARS-CoV-2: Strategies to prevent, diagnose and treat COVID-19.",Frontiers in bioengineering and biotechnology,2022-1-1,14
36421156,CRISPR-Cas-Integrated LAMP.,Biosensors,2022-Nov-17,4
36405495,CRISPR/Cas13a-assisted AMP generation for SARS-CoV-2 RNA detection using a personal glucose meter.,Biosensors & bioelectronics: X,2022-Dec-1,6
36367481,"CRISPR-Cas-based techniques for pathogen detection: Retrospect, recent advances, and future perspectives.",Journal of advanced research,2023-Aug-1,3
36290480,Recent Advances in CRISPR/Cas-Based Biosensors for Protein Detection.,"Bioengineering (Basel, Switzerland)",2022-Sep-28,4
36213409,Canine chronic enteropathy-Current state-of-the-art and emerging concepts.,Frontiers in veterinary science,2022-1-1,2
36212015,Laboratory detection of SARS-CoV-2: A review of the current literature and future perspectives.,Heliyon,2022-Oct-1,4
36183037,CRISPR-Based Diagnostics and Microfluidics for COVID-19 Point-of-Care Testing: A Review of Main Applications.,Molecular biotechnology,2023-Apr-1,4
36157513,Nanotechnology Powered CRISPR-Cas Systems for Point of Care Diagnosis and Therapeutic.,"Research (Washington, D.C.)",2022-1-1,2
36156138,Hydrazone chemistry-mediated CRISPR/Cas12a system for bacterial analysis.,Nucleic acids research,2022-Oct-14,9
36088673,"Cas12a-assisted RTF-EXPAR for accurate, rapid and simple detection of SARS-CoV-2 RNA.",Biosensors & bioelectronics,2022-Nov-15,5
36037185,Highly specific and sensitive detection of Burkholderia pseudomallei genomic DNA by CRISPR-Cas12a.,PLoS neglected tropical diseases,2022-Aug-1,12
35989704,Combining CRISPR-Cas12a with terminal deoxynucleotidyl transferase dependent reporter elongation for pathogen detection using lateral flow test strips.,Biology methods & protocols,2022-1-1,5
35925472,CRISPR-Cas12a-Empowered Electrochemical Biosensor for Rapid and Ultrasensitive Detection of SARS-CoV-2 Delta Variant.,Nano-micro letters,2022-Aug-04,18
35871983,CRISPR-based systems for sensitive and rapid on-site COVID-19 diagnostics.,Trends in biotechnology,2022-Nov-1,11
35775611,Recent developments in the use of gold and silver nanoparticles in biomedicine.,Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology,2022-Sep-1,1
35763567,Characterization of a thermostable Cas13 enzyme for one-pot detection of SARS-CoV-2.,Proceedings of the National Academy of Sciences of the United States of America,2022-Jul-12,12
35741144,CRISPR-Cas Systems-Based Bacterial Detection: A Scoping Review.,"Diagnostics (Basel, Switzerland)",2022-May-27,5
35735514,Recent Advances in Electrochemical Biosensors for the Detection of ,Biosensors,2022-May-26,2
35637328,A bottom-up view of antimicrobial resistance transmission in developing countries.,Nature microbiology,2022-Jun-1,4
35498089,A sensitive platform for DNA detection based on organic electrochemical transistor and nucleic acid self-assembly signal amplification.,RSC advances,2021-Nov-23,7
35453874,Rapid One-Tube RPA-CRISPR/Cas12 Detection Platform for Methicillin-Resistant ,"Diagnostics (Basel, Switzerland)",2022-Mar-28,9
35284406,Powerful CRISPR-Based Biosensing Techniques and Their Integration With Microfluidic Platforms.,Frontiers in bioengineering and biotechnology,2022-1-1,4
35271569,Degenerate sequence-based CRISPR diagnostic for Crimean-Congo hemorrhagic fever virus.,PLoS neglected tropical diseases,2022-Mar-1,6
35258601,Spacer2PAM: A computational framework to guide experimental determination of functional CRISPR-Cas system PAM sequences.,Nucleic acids research,2022-Apr-08,5
35238530,Figure of Merit for CRISPR-Based Nucleic Acid-Sensing Systems: Improvement Strategies and Performance Comparison.,ACS sensors,2022-Mar-25,4
35181291,Advances in molecular infectious diseases testing in the time of COVID-19.,Clinical biochemistry,2023-Jul-1,3
35136384,Loop-Mediated Isothermal Amplification Detection of SARS-CoV-2 and Myriad Other Applications.,Journal of biomolecular techniques : JBT,2021-Sep-1,58
35062978,Towards application of CRISPR-Cas12a in the design of modern viral DNA detection tools (Review).,Journal of nanobiotechnology,2022-Jan-21,3
35051122,End-User Perspectives on Using Quantitative Real-Time PCR and Genomic Sequencing in the Field.,Tropical medicine and infectious disease,2022-Jan-05,7
35016109,Electrochemical biosensor for nucleic acid amplification-free and sensitive detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA via CRISPR/Cas13a trans-cleavage reaction.,Biosensors & bioelectronics,2022-Apr-01,5
34969115,Lateral Flow Assays in Infectious Disease Diagnosis.,Clinical chemistry,2021-Dec-30,2
34943438,Diagnostic Modalities in Critical Care: Point-of-Care Approach.,"Diagnostics (Basel, Switzerland)",2021-Nov-25,4
34894011,Coronavirus Disease 2019 (COVID-19): Emerging detection technologies and auxiliary analysis.,Journal of clinical laboratory analysis,2022-Jan-1,6
34843826,The evolving direct and indirect platforms for the detection of SARS-CoV-2.,Journal of virological methods,2022-Feb-1,6
34778896,Point-of-care diagnostics: recent developments in a pandemic age.,Lab on a chip,2021-Nov-25,6
34659710,A highly sensitive and selective fluoride sensor based on a riboswitch-regulated transcription coupled with CRISPR-Cas13a tandem reaction.,Chemical science,2021-Sep-15,9
34629572,Point-of-care COVID-19 diagnostics powered by lateral flow assay.,Trends in analytical chemistry : TRAC,2021-Dec-1,5
34562891,Detection of Infectious Viruses Using CRISPR-Cas12-Based Assay.,Biosensors,2021-Aug-28,8
34511726,Recent advances and challenges of biosensing in point-of-care molecular diagnosis.,"Sensors and actuators. B, Chemical",2021-Dec-01,6
34462612,Paper-based analytical devices for virus detection: Recent strategies for current and future pandemics.,Trends in analytical chemistry : TRAC,2021-Nov-1,2
34413302,SCOPE enables type III CRISPR-Cas diagnostics using flexible targeting and stringent CARF ribonuclease activation.,Nature communications,2021-Aug-19,13
34276930,Translating daily COVID-19 screening into a simple glucose test: a proof of concept study.,Chemical science,2021-Jul-07,5
34271398,A chemical-enhanced system for CRISPR-Based nucleic acid detection.,Biosensors & bioelectronics,2021-Nov-15,6
34147688,Recent progress on rapid SARS-CoV-2/COVID-19 detection by CRISPR-Cas13-based platforms.,Drug discovery today,2021-Aug-1,1
34131407,COVID-19 one year later: a retrospect of CRISPR-Cas system in combating COVID-19.,International journal of biological sciences,2021-1-1,3
33996635,CRISPR-Based COVID-19 Testing: Toward Next-Generation Point-of-Care Diagnostics.,Frontiers in cellular and infection microbiology,2021-1-1,2
33968799,CRISPR/Cas System: A Potential Technology for the Prevention and Control of COVID-19 and Emerging Infectious Diseases.,Frontiers in cellular and infection microbiology,2021-1-1,8
33954080,Antigen tests for COVID-19.,Biophysics and physicobiology,2021-1-1,6
33848464,Programmable protein circuit design.,Cell,2021-Apr-29,2
33846767,Current and innovative methods for the diagnosis of COVID‑19 infection (Review).,International journal of molecular medicine,2021-Jun-1,5
33808947,LAMP-Coupled CRISPR-Cas12a Module for Rapid and Sensitive Detection of Plant DNA Viruses.,Viruses,2021-Mar-12,7
33763777,Research progress in laboratory detection of SARS-CoV-2.,Irish journal of medical science,2022-Apr-1,5
33617832,CRISPR-based DNA and RNA detection with liquid-liquid phase separation.,Biophysical journal,2021-Apr-06,10
33548654,COVID-19 biosensing technologies.,Biosensors & bioelectronics,2021-Apr-15,4
33497879,CRISPR-based detection of SARS-CoV-2: A review from sample to result.,Biosensors & bioelectronics,2021-Apr-15,6
33428981,CRISPR systems: Novel approaches for detection and combating COVID-19.,Virus research,2021-Mar-1,6
33312326,Microfluidic compartmentalization to identify gene biomarkers of infection.,Biomicrofluidics,2020-Nov-1,5
33043291,SARS-CoV-2 RapidPlex: A Graphene-Based Multiplexed Telemedicine Platform for Rapid and Low-Cost COVID-19 Diagnosis and Monitoring.,Matter,2020-Dec-02,8
